stage,record_id,group_id,label,validation_fold
stage1,rec_e9a32a70ab1a0d3ad1d9,infant_sha256:4d1fa45fb987cf9f0a69677c85c0a79b380df14deb98cc6ae4ec7e57314b313d,baby,2
stage1,rec_5dc7945172688f2ec107,infant_sha256:6c1ae6c6e0cf14e7f0675dd57aab10e1f5c4bd5afcfd0b554cd50b0fc9bcf3bb,baby,2
stage1,rec_f1aabf4f21c39e1b580c,infant_sha256:42f74959d774c597d0f8bc2eb70327a520df2208d3a648df0e3161218c2cc247,baby,2
stage1,rec_a6ade8e06406d33c9bab,infant_sha256:804e7fa02b7010f3a701e81258d8951d08e1cddec66013ef850695dd65d2c57c,baby,2
stage1,rec_8f7de144e8f4af7f262e,infant_sha256:8a0fd4d270d8968db0dc768dbce9e49371caa704e9b176edbd7f24b9b2397e0e,baby,2
stage1,rec_32db82bef88389dbdfa1,infant_sha256:31e062c97895c7e10c589a2dc21a2827c6d551a6fdef4bb66fb15ca22a8525da,baby,2
stage1,rec_024aa7d4f202b26f7432,infant_sha256:830eb67609752f7fee6ad3a8bf9ff1fc16411355b8664c9f58dfad6fc516d21f,baby,2
stage1,rec_0abc2432035ac1ac8128,infant_sha256:4b3565c38aed7f388d6691fab95d618f426792f6adfea718039b86f28ef8a6b7,baby,2
stage1,rec_e53691861d657ac50308,infant_sha256:e893eeed503b5730d0fd4412d3c075c4e9ba103828d75aecdf5610ec82a699f2,baby,2
stage1,rec_c2c895f2d92214d95ec9,infant_sha256:adbdcb94a280d02e62e4430fe7f1aba13d8075ef45959eeaf6f0397dd052e61b,baby,2
stage1,rec_1cf6d615bdb53b7cda0c,infant_sha256:7fed99a8d5a8d8c2bb91a9ef4da7bf3be81b8ef6bf0f0be12daafc1c756a7c0c,baby,2
stage1,rec_3fdcc2940a135cb4bc2c,infant_sha256:a9741edc95b33f801b576ddb5f633aa4d7ee50e7c498510dfd84e5ac2081c367,baby,2
stage1,rec_ffdd35e5d33736cad828,esc50_source:101296,not_baby,2
stage1,rec_86f7d31ef6bef22be4ac,esc50_source:101296,not_baby,2
stage1,rec_f7ede0c95ba6f3680f23,esc50_source:110537,not_baby,2
stage1,rec_6d0795fe787f56046eb5,esc50_source:115521,not_baby,2
stage1,rec_e74235813c6ee01360ce,esc50_source:12654,not_baby,2
stage1,rec_c9ed059fa781d16deb59,esc50_source:12654,not_baby,2
stage1,rec_fbca3ffedb271da4dbe9,esc50_source:13571,not_baby,2
stage1,rec_ac7cc8ef4073d0b6a92a,esc50_source:17092,not_baby,2
stage1,rec_5b3753f60e65330ae69c,esc50_source:17092,not_baby,2
stage1,rec_06404722a13953a04ff8,esc50_source:17565,not_baby,2
stage1,rec_d452a759661fcb9fcf12,esc50_source:17808,not_baby,2
stage1,rec_453d01febf5542d44ebf,esc50_source:17808,not_baby,2
stage1,rec_95f7001ea54585d066d8,esc50_source:18655,not_baby,2
stage1,rec_5bf926c82331c6b38a0e,esc50_source:19026,not_baby,2
stage1,rec_6ab154ec662bc1c2b8e4,esc50_source:19118,not_baby,2
stage1,rec_48a708fe6adf42ef7851,esc50_source:196660,not_baby,2
stage1,rec_fb3c8cb352d20f7354c2,esc50_source:196660,not_baby,2
stage1,rec_8a21ed9e5bd6370e1cbf,esc50_source:21421,not_baby,2
stage1,rec_dca92f79799ac9b2ef98,esc50_source:22804,not_baby,2
stage1,rec_68e0eba1418f9428b077,esc50_source:26222,not_baby,2
stage1,rec_8f03dd4d69cfa2484d41,esc50_source:27403,not_baby,2
stage1,rec_c962eaa6da40797b9f07,esc50_source:29532,not_baby,2
stage1,rec_5859e6b822ef907e7060,esc50_source:30226,not_baby,2
stage1,rec_906cf8ace0ef671a1980,esc50_source:31836,not_baby,2
stage1,rec_5413a21644ef68a69b06,esc50_source:31836,not_baby,2
stage1,rec_fcdcedd35548688ecce9,esc50_source:34094,not_baby,2
stage1,rec_4cf31d9fc6c8776f7ef1,esc50_source:34094,not_baby,2
stage1,rec_9b4a133d0d1b9b4a541f,esc50_source:36402,not_baby,2
stage1,rec_e7c92f38c8168ec6bff4,esc50_source:39937,not_baby,2
stage1,rec_532051672ab1e6361fad,esc50_source:46274,not_baby,2
stage1,rec_6bcaaff2f3757e7ba66e,esc50_source:46353,not_baby,2
stage1,rec_d787aa854d000fbffcdd,esc50_source:48298,not_baby,2
stage1,rec_a485a957b0b189257b4e,esc50_source:50455,not_baby,2
stage1,rec_4085e1be8d7ad7222de5,esc50_source:51433,not_baby,2
stage1,rec_bb745435400bca3e646c,esc50_source:52323,not_baby,2
stage1,rec_4d9b5d07dbaa88a7fe63,esc50_source:53501,not_baby,2
stage1,rec_06b276df04622905c87a,esc50_source:54747,not_baby,2
stage1,rec_3803529b7b661b9d7ddc,esc50_source:56269,not_baby,2
stage1,rec_dfa3989bceae572aa4d3,esc50_source:57316,not_baby,2
stage1,rec_4711c1ba9267a40234a0,esc50_source:57318,not_baby,2
stage1,rec_3a74747ac3611230265e,esc50_source:58792,not_baby,2
stage1,rec_5cbb67f2259227c831d4,esc50_source:60676,not_baby,2
stage1,rec_8fc1ae9159c013df9edf,esc50_source:61221,not_baby,2
stage1,rec_1a5bf487f41f51a92bea,esc50_source:62565,not_baby,2
stage1,rec_854195816e697603ce28,esc50_source:67432,not_baby,2
stage1,rec_1da92a036f0dc65de578,esc50_source:68734,not_baby,2
stage1,rec_8d67e5d21a6da8bb4d01,esc50_source:7057,not_baby,2
stage1,rec_8a7f95616d7d94b6fb54,esc50_source:72695,not_baby,2
stage1,rec_54d2633f5882853c02ee,esc50_source:75190,not_baby,2
stage1,rec_d35ca4ca322a29171bec,esc50_source:79220,not_baby,2
stage1,rec_68deed3997883deddc1d,esc50_source:7974,not_baby,2
stage1,rec_d575a3923c50bcf4270b,esc50_source:7974,not_baby,2
stage1,rec_95067cb9f46de354ae7a,esc50_source:84536,not_baby,2
stage1,rec_92a86e6dc6217babc6c1,esc50_source:84705,not_baby,2
stage1,rec_93aa9646948cf4e2ceee,esc50_source:94036,not_baby,2
stage1,rec_182bf160b5e9e36cbb05,esc50_source:95563,not_baby,2
stage1,rec_103f5c572efbc70327a8,esc50_source:96950,not_baby,2
stage1,rec_5b7c6607956b02ded823,esc50_source:96950,not_baby,2
stage1,rec_d87af039ee240fc566fc,esc50_source:9841,not_baby,2
stage1,rec_3a9b3c8ff4834d412732,esc50_source:103427,not_baby,2
stage1,rec_8138788abbaacbff5ee1,esc50_source:104476,not_baby,2
stage1,rec_cbea7c1df5a5e0231fe0,esc50_source:105270,not_baby,2
stage1,rec_723a652f90518753342f,esc50_source:106849,not_baby,2
stage1,rec_16eec14156890983fa91,esc50_source:108761,not_baby,2
stage1,rec_90c89519916358ba2a34,esc50_source:109371,not_baby,2
stage1,rec_7b0b5a13ae57c088e248,esc50_source:109371,not_baby,2
stage1,rec_5b198f12bd7c3580e31c,esc50_source:109371,not_baby,2
stage1,rec_dac6991218c84f91174f,esc50_source:109371,not_baby,2
stage1,rec_9201b58cf0eaa4fa9a5e,esc50_source:114254,not_baby,2
stage1,rec_8422afeed88a240b2c25,esc50_source:114280,not_baby,2
stage1,rec_66a25e4b6dd22ac7e4b3,esc50_source:117116,not_baby,2
stage1,rec_3adc30748b43cce77d20,esc50_source:117271,not_baby,2
stage1,rec_ea2e2c89a3f96621d305,esc50_source:117625,not_baby,2
stage1,rec_e70d1abe68943f231541,esc50_source:118459,not_baby,2
stage1,rec_b9dc01a6b821e7dca8cd,esc50_source:118459,not_baby,2
stage1,rec_2bedc795ff3d38053288,esc50_source:118817,not_baby,2
stage1,rec_5162edb851de1ff4de99,esc50_source:120333,not_baby,2
stage1,rec_f1cccfdfe457d71cc400,esc50_source:122067,not_baby,2
stage1,rec_11e10ed8ff0c827287d6,esc50_source:122067,not_baby,2
stage1,rec_01a201839ca6a5d72029,esc50_source:122820,not_baby,2
stage1,rec_9324d213244d313b7df9,esc50_source:122820,not_baby,2
stage1,rec_9bdcfe4e4321a8bb5e1c,esc50_source:123896,not_baby,2
stage1,rec_0fbf3970051422b85851,esc50_source:128631,not_baby,2
stage1,rec_b75e9ed9f2469f96783a,esc50_source:130245,not_baby,2
stage1,rec_358788f37a2573b91abd,esc50_source:134700,not_baby,2
stage1,rec_0ca6a997eb5f21be138e,esc50_source:139748,not_baby,2
stage1,rec_065854f32c3389937760,esc50_source:139748,not_baby,2
stage1,rec_29978b51a216c0020387,esc50_source:155801,not_baby,2
stage1,rec_319832ed49d1967ba9f1,esc50_source:39443,not_baby,2
stage1,rec_245e2975b30c662d24c0,esc50_source:39443,not_baby,2
stage1,rec_d4a30828fd02f0fb625c,esc50_source:42101,not_baby,2
stage1,rec_4f6d94ded2e420a439b6,esc50_source:43802,not_baby,2
stage1,rec_b9d27514d7264c4824db,esc50_source:50668,not_baby,2
stage1,rec_32da4bde2a84b518ed71,esc50_source:50668,not_baby,2
stage1,rec_fff32d060c6b8ac76e45,esc50_source:59321,not_baby,2
stage1,rec_c36f2a754045c9db5244,esc50_source:61618,not_baby,2
stage1,rec_97a4593e4f0c34a07652,esc50_source:64963,not_baby,2
stage1,rec_37a0f43bc78616d985dd,esc50_source:65750,not_baby,2
stage1,rec_8df5d4474dadaf2ec9e7,esc50_source:70280,not_baby,2
stage1,rec_6d9576ce792cc81b3141,esc50_source:70367,not_baby,2
stage1,rec_191800116e4f8ce5d6bb,esc50_source:72547,not_baby,2
stage1,rec_884b04f2316a8d7b498d,esc50_source:72547,not_baby,2
stage1,rec_61444469999327bfc833,esc50_source:72547,not_baby,2
stage1,rec_ffbd5f6fb797b11640be,esc50_source:72547,not_baby,2
stage1,rec_2fb32c9cf494224b7255,esc50_source:7321,not_baby,2
stage1,rec_22a03caa2e9f6c8e19b2,esc50_source:77346,not_baby,2
stage1,rec_6d847f9aea41993c3b5c,esc50_source:81112,not_baby,2
stage1,rec_26d1ea34281e88d46a27,esc50_source:82071,not_baby,2
stage1,rec_b7a51666aedd8595a986,esc50_source:85434,not_baby,2
stage1,rec_b9db4057a1af792e0e00,esc50_source:87282,not_baby,2
stage1,rec_c4e78edc35ced3826a9e,esc50_source:87794,not_baby,2
stage1,rec_0cd6c6ec1fe17fdc1d24,esc50_source:88724,not_baby,2
stage1,rec_954c0ef6a32d2a7683cd,esc50_source:92627,not_baby,2
stage1,rec_4cf771a1226981d5c7de,esc50_source:94230,not_baby,2
stage1,rec_100299b4d3a7cd74d2a7,esc50_source:99796,not_baby,2
stage1,rec_503712fed9a427e9e5c6,esc50_source:102908,not_baby,2
stage1,rec_14434d4f5306bba6134a,esc50_source:104632,not_baby,2
stage1,rec_217026abdb5edcdd2c04,esc50_source:107219,not_baby,2
stage1,rec_b82c89703143557bd9de,esc50_source:118059,not_baby,2
stage1,rec_5600b5d920a52b140910,esc50_source:118657,not_baby,2
stage1,rec_17243f6b6cbed558bf41,esc50_source:118657,not_baby,2
stage1,rec_a8a994e5f3e77d052035,esc50_source:119455,not_baby,2
stage1,rec_0cf58aa2cb9b6924bd38,esc50_source:120644,not_baby,2
stage1,rec_f496b98adddeb87de0bc,esc50_source:126113,not_baby,2
stage1,rec_e82113ddf639ad1b8dfe,esc50_source:127874,not_baby,2
stage1,rec_55293bebc31479019bd2,esc50_source:130998,not_baby,2
stage1,rec_551bd9fec63f408496ce,esc50_source:130998,not_baby,2
stage1,rec_350c124650ea0473e954,esc50_source:132747,not_baby,2
stage1,rec_65204fea0368f9ce593e,esc50_source:137152,not_baby,2
stage1,rec_75d10b7c1baf7d928d97,esc50_source:140323,not_baby,2
stage1,rec_d8ee45f2065ab16fe289,esc50_source:141559,not_baby,2
stage1,rec_df96b97b135bde860bda,esc50_source:142349,not_baby,2
stage1,rec_0742b75b5202a14e3855,esc50_source:142604,not_baby,2
stage1,rec_de853e3370fcadcf0886,esc50_source:143560,not_baby,2
stage1,rec_07b2f4f86ca01f8d092f,esc50_source:144253,not_baby,2
stage1,rec_4b607b5979d0f3f53f8f,esc50_source:144510,not_baby,2
stage1,rec_23499dc3e840330c70d3,esc50_source:145577,not_baby,2
stage1,rec_35a22c090bba4c698e48,esc50_source:146033,not_baby,2
stage1,rec_e719737adfb08cc40488,esc50_source:146965,not_baby,2
stage1,rec_d978b324ee5e17d4c16e,esc50_source:146972,not_baby,2
stage1,rec_1ffe90ffd99f184717b1,esc50_source:149448,not_baby,2
stage1,rec_40607bd30f01d90cf76b,esc50_source:151212,not_baby,2
stage1,rec_bde71676f806f6f62bf3,esc50_source:152594,not_baby,2
stage1,rec_80a586f123ad8aa38734,esc50_source:154439,not_baby,2
stage1,rec_62455d3fe30cec22fc46,esc50_source:154957,not_baby,2
stage1,rec_e29589a2235b7d61dee1,esc50_source:155556,not_baby,2
stage1,rec_4fe4fb31bc48707cdaba,esc50_source:157492,not_baby,2
stage1,rec_ebcf865a3784072a510a,esc50_source:164688,not_baby,2
stage1,rec_486e4769005b28ba84c1,esc50_source:170015,not_baby,2
stage1,rec_1167deeac8c3f3d834f9,esc50_source:172922,not_baby,2
stage1,rec_ece054d1d9e47c3e7cec,esc50_source:174840,not_baby,2
stage1,rec_725b2f98782119dcb4b0,esc50_source:177082,not_baby,2
stage1,rec_c5c102601598592f4241,esc50_source:182023,not_baby,2
stage1,rec_753d92898b3bd081a195,esc50_source:187710,not_baby,2
stage1,rec_b0885c51283671145958,esc50_source:203371,not_baby,2
stage1,rec_3237b5a5a72b31730d4f,esc50_source:243726,not_baby,2
stage1,rec_0d69765c0ad298c8f1a5,esc50_source:251617,not_baby,2
stage1,rec_ef340617b06cfe365d63,esc50_source:83527,not_baby,2
stage1,rec_b954107cfe7359fe7d9f,esc50_source:95698,not_baby,2
stage1,rec_7d67e6e81a65fe6263ff,esc50_source:125072,not_baby,2
stage1,rec_667e76be6995deba6b28,esc50_source:125072,not_baby,2
stage1,rec_27e8bb2086df184981b8,esc50_source:132839,not_baby,2
stage1,rec_6d8eb487375f70fd7069,esc50_source:136381,not_baby,2
stage1,rec_4d57affbea9655255d64,esc50_source:147658,not_baby,2
stage1,rec_72ea5047d75e4a308b76,esc50_source:152995,not_baby,2
stage1,rec_29cc2c5c682b03aa789f,esc50_source:154443,not_baby,2
stage1,rec_326e7495aa00e2188aa0,esc50_source:155650,not_baby,2
stage1,rec_30906a941fd2bcedf7cf,esc50_source:155650,not_baby,2
stage1,rec_21c9c7b5af9e5b578c4f,esc50_source:158653,not_baby,2
stage1,rec_eeb63c4ab459e4473fc3,esc50_source:160999,not_baby,2
stage1,rec_b48f2ed8e73b9e27b3fe,esc50_source:161105,not_baby,2
stage1,rec_974004dc31be704ea1f2,esc50_source:161105,not_baby,2
stage1,rec_ef9ad97c5a78bdc89daa,esc50_source:161519,not_baby,2
stage1,rec_993cf66e6b1aefe82d1f,esc50_source:163608,not_baby,2
stage1,rec_4ca5e3cdba6f18fc26b4,esc50_source:164206,not_baby,2
stage1,rec_a8ddddad20eb0f9a1dfe,esc50_source:165933,not_baby,2
stage1,rec_875ff90dd87760072a2c,esc50_source:166661,not_baby,2
stage1,rec_0cdfbce82943db1c4412,esc50_source:168868,not_baby,2
stage1,rec_ab79519422cddaff0fd4,esc50_source:171207,not_baby,2
stage1,rec_defd4cec3bc07200d748,esc50_source:172500,not_baby,2
stage1,rec_66928c3afb9b07b4254c,esc50_source:172500,not_baby,2
stage1,rec_95c431271d751c51b018,esc50_source:172500,not_baby,2
stage1,rec_d3c812224c2fa021144a,esc50_source:172500,not_baby,2
stage1,rec_b4fa59912db20e18ef32,esc50_source:173865,not_baby,2
stage1,rec_c4de7645c121bb8d83f8,esc50_source:173865,not_baby,2
stage1,rec_cf64718cb7db4cf46ff8,esc50_source:177250,not_baby,2
stage1,rec_df55caafa1dee6425359,esc50_source:180337,not_baby,2
stage1,rec_fb1064fb99a7d89e365d,esc50_source:180380,not_baby,2
stage1,rec_6688613e1638b0614fe9,esc50_source:181362,not_baby,2
stage1,rec_222eda1fdbc032514843,esc50_source:182395,not_baby,2
stage1,rec_3b86368a91b3f413f049,esc50_source:182839,not_baby,2
stage1,rec_f549ea5483a47e0512c4,esc50_source:184235,not_baby,2
stage1,rec_363a6ffcf915e1d6ee69,esc50_source:185415,not_baby,2
stage1,rec_7d9a7ab0b78b805caf3f,esc50_source:185619,not_baby,2
stage1,rec_cf2d880ed2c32ad68da6,esc50_source:187284,not_baby,2
stage1,rec_83a698cbb1b39f568efe,esc50_source:188033,not_baby,2
stage1,rec_fd28a82de6f2fd1b1234,esc50_source:189830,not_baby,2
stage1,rec_43a2d8a667ac162c461c,esc50_source:192236,not_baby,2
stage1,rec_5abfbee3c2d525a225c8,esc50_source:194246,not_baby,2
stage1,rec_187c448096b2ddbb958a,esc50_source:194979,not_baby,2
stage1,rec_cc3a0917be5f094e3106,esc50_source:197103,not_baby,2
stage1,rec_5db2f94cfc6dd53f1c06,esc50_source:197454,not_baby,2
stage1,rec_9efa38c47c335c11e0a6,esc50_source:197454,not_baby,2
stage1,rec_db02bda2af6d10b1384f,esc50_source:199261,not_baby,2
stage1,rec_72574dc1e0c0f57e4d19,esc50_source:201300,not_baby,2
stage1,rec_fd3869068be80c499b6b,esc50_source:204202,not_baby,2
stage1,rec_b2bc894663d9fd46d4a0,esc50_source:204830,not_baby,2
stage1,rec_c64ff448f6e49966f7bf,esc50_source:208021,not_baby,2
stage1,rec_9cb0056c9e4843ae7c19,esc50_source:209536,not_baby,2
stage1,rec_926ddef26d7163a541ef,esc50_source:210000,not_baby,2
stage1,rec_bd8bbbf968cd28bb7455,esc50_source:210000,not_baby,2
stage1,rec_3540486d5fa7aae5cc74,esc50_source:210593,not_baby,2
stage1,rec_d75fc38cde0c8826b75a,esc50_source:212698,not_baby,2
stage1,rec_e14a5a2761c56b8ecb2f,esc50_source:215635,not_baby,2
stage1,rec_8cd82c1acde6512764d3,esc50_source:216349,not_baby,2
stage1,rec_20083ed354a4d5da527c,esc50_source:234879,not_baby,2
stage1,rec_5526ef758af9890a6578,esc50_source:244318,not_baby,2
stage1,rec_c156a0123f54e8eb3bd5,esc50_source:250864,not_baby,2
stage1,rec_8642896c48830587771e,esc50_source:103418,not_baby,2
stage1,rec_32485750044851ef3b13,esc50_source:156698,not_baby,2
stage1,rec_ab58ec2f840b435f7b3e,esc50_source:157204,not_baby,2
stage1,rec_a38aa3e31a7d97a11cc0,esc50_source:157204,not_baby,2
stage1,rec_cbd6d7adda440f7da646,esc50_source:160614,not_baby,2
stage1,rec_0b912823ffbcb1313456,esc50_source:160614,not_baby,2
stage1,rec_8b92e4bad60e537e5f01,esc50_source:160614,not_baby,2
stage1,rec_f5d86ecde0edf176922c,esc50_source:160614,not_baby,2
stage1,rec_7a478dd7eef7baf66812,esc50_source:160614,not_baby,2
stage1,rec_f48873c7fdc67550601c,esc50_source:160614,not_baby,2
stage1,rec_3ad582606411bba29ee5,esc50_source:160614,not_baby,2
stage1,rec_4c1c6cfcc5a9e9e682e0,esc50_source:160614,not_baby,2
stage1,rec_b526e7799e33fc09910e,esc50_source:172299,not_baby,2
stage1,rec_a751d82f597f6d5c3830,esc50_source:179496,not_baby,2
stage1,rec_dc1a467c4f6dad6a807d,esc50_source:179496,not_baby,2
stage1,rec_a069498a074f03b983cf,esc50_source:179866,not_baby,2
stage1,rec_82922264126f02516919,esc50_source:181977,not_baby,2
stage1,rec_077834c8a2b8cc4f1a2c,esc50_source:188495,not_baby,2
stage1,rec_7637e27f9e122645c795,esc50_source:188796,not_baby,2
stage1,rec_60d7f371630db02ecfa9,esc50_source:192191,not_baby,2
stage1,rec_ba55aea9b7dd595cad4c,esc50_source:195557,not_baby,2
stage1,rec_a85c61a1a7ed222f5809,esc50_source:198278,not_baby,2
stage1,rec_150837cffdc556a1e04c,esc50_source:198278,not_baby,2
stage1,rec_14fe04b9bb9052a95255,esc50_source:198278,not_baby,2
stage1,rec_49b99ba80544b5621f7e,esc50_source:202220,not_baby,2
stage1,rec_c1cb6820af8abe2a6375,esc50_source:204114,not_baby,2
stage1,rec_e478d111e2753423b657,esc50_source:205898,not_baby,2
stage1,rec_8c11c33eca37a92e7065,esc50_source:208761,not_baby,2
stage1,rec_74d9a3d23eb17642e7ac,esc50_source:213802,not_baby,2
stage1,rec_e932b3cb116abf078caf,esc50_source:218196,not_baby,2
stage1,rec_4163fad98ed4c413e5df,esc50_source:218196,not_baby,2
stage1,rec_b198ba7dfa028de6e11f,esc50_source:219044,not_baby,2
stage1,rec_52d6d763c9dea8108c9a,esc50_source:220027,not_baby,2
stage1,rec_30c4af7c1f6989a48890,esc50_source:220955,not_baby,2
stage1,rec_294b26f2178fffa8999e,esc50_source:221950,not_baby,2
stage1,rec_c1f8ca6986f4a9438210,esc50_source:222524,not_baby,2
stage1,rec_cb3f4d7fe9076fb3a22f,esc50_source:231551,not_baby,2
stage1,rec_46a02723d55b2702218f,esc50_source:233160,not_baby,2
stage1,rec_c943d904a368579c3e94,esc50_source:233645,not_baby,2
stage1,rec_2be4fa484d5f9eb9cf9a,esc50_source:234879,not_baby,2
stage1,rec_deefc9cdc26d8149d9f5,esc50_source:234879,not_baby,2
stage1,rec_bc3d29f4e76046621436,esc50_source:236288,not_baby,2
stage1,rec_b5c627662f8ac13b698b,esc50_source:238938,not_baby,2
stage1,rec_6a0270e5f5f3627e3f3e,esc50_source:240671,not_baby,2
stage1,rec_b76d75bf4b4980af6961,esc50_source:242491,not_baby,2
stage1,rec_0c53e078d23aad9cae2e,esc50_source:243449,not_baby,2
stage1,rec_e1b1186fddbacd6d23af,esc50_source:245040,not_baby,2
stage1,rec_36a9cee6406897313b51,esc50_source:249937,not_baby,2
stage1,rec_dc642efcb7605994711b,esc50_source:251971,not_baby,2
stage1,rec_168fe52bae1cd14798c1,esc50_source:253094,not_baby,2
stage1,rec_f2e90cc9245f3df3471c,esc50_source:253094,not_baby,2
stage1,rec_f3d9fa517fd38415958e,esc50_source:253094,not_baby,2
stage1,rec_e3e3052b1e31c53366c4,esc50_source:253094,not_baby,2
stage1,rec_8c8efa8f38c99575e334,esc50_source:254160,not_baby,2
stage1,rec_54d0a173d4e1c6b3f584,esc50_source:257642,not_baby,2
stage1,rec_66a4df37dae3ad6b8244,esc50_source:259180,not_baby,2
stage1,rec_5eeb1eb03c89def08844,esc50_source:260434,not_baby,2
stage1,rec_976e0cded020d18fa1ae,esc50_source:261433,not_baby,2
stage1,rec_e2dedd838750a02a03ab,esc50_source:263902,not_baby,2
stage1,rec_537385263a6cfc438d37,infant_sha256:9d898b0b8f7cbfa275d1a9cd68dc0cc13f29bf64291942d7201754d66d6ba416,baby,3
stage1,rec_3c400a3cd8526f5968e2,infant_sha256:cfcb1c396f928a7db0054247a6766148beb1b11ac18f384a651b66959b68dd7e,baby,3
stage1,rec_88e4a7633c64c24b0e2a,infant_sha256:30eedff31f2917f34dc4054f1e1fede294438f92fcc11eff83382d0630bed578,baby,3
stage1,rec_49997b84581d28fe47cf,infant_sha256:84e07fa63c82b05be7a52d4d6afef8aa10492c4d01fe8a5d869bda23234d5821,baby,3
stage1,rec_4771cea23a26a41b1167,infant_sha256:e7da0e31a37cbff8d2663a2cae5a92dc072c1dcc038ff67809acdb828b716224,baby,3
stage1,rec_a4059f5ca3482bd507f9,infant_sha256:7c1f95c509436975d09c4021c6ebec5d9c2c192a3d53325cea5fcf747437d78b,baby,3
stage1,rec_344f2459aa8a88a9964a,infant_sha256:55a378cc729702c1ca8fa02a4d1ec035ac75e01e974dfd651d573876efba6238,baby,3
stage1,rec_4fb517e52369af00b8e9,infant_sha256:8e9447157d5846fe2b14e8c66543d09608082f1bf278cca4861eee5197127cb7,baby,3
stage1,rec_cc6172b8bd33735c82c6,infant_sha256:89965fe85329e6c8975833b357b831c1dc373d042fd3645cf36bc8e396b761c2,baby,3
stage1,rec_2fbe8d849db8271b15ba,infant_sha256:ed9bb0cb71db1f7cfcb67d430399311f0e4c30f746ec42673376875fd7e61301,baby,3
stage1,rec_cd6ec618a07ea9574302,infant_sha256:537d54b6012878a6b36db0b66c473b41b3ca4f8746ef9efc65cf749d82c96ab7,baby,3
stage1,rec_6de25635db4018c640cb,infant_sha256:b37b8f9289926e302950f01846cdd5eeae945d50ac8962484a112b96d9965136,baby,3
stage1,rec_e41629e8492bfc07276b,infant_sha256:293beabf94de845d2ae87921a7f2a6650437fa8cae1473d65a1c15c47c7eeb6c,baby,3
stage1,rec_d433c8ac12980d0cc901,infant_sha256:001331b4573eb6615c2ffdd822877fe448c120ad685be39fb2fa7dd3fe8649ce,baby,3
stage1,rec_519de6d134c08a715f7a,infant_sha256:81c71a6b81144ccd5a3e01a5e9299496aaa58cf812e9967f94d386e43536ec20,baby,3
stage1,rec_99c997cbc56d30a6f86a,infant_sha256:f1b02e2772508dba326d22aebf2cd242a03686fa68f0ba1de57248aaaaa76b5a,baby,3
stage1,rec_b97b97506a926108c4fb,infant_sha256:e952316efd6d6b2707ff14e2fac55cc25557f6f5fd73862a67a3da70dbdda1f7,baby,3
stage1,rec_774e95ea65e8ccac1202,infant_sha256:c26b44279431f42c349cf79784dcea6de03cbb0342cde5868894d0f95de82205,baby,3
stage1,rec_81fef69644989c4602c2,infant_sha256:7861889db8e50bab4200a04da467bd0db6150146587d396922ce2bb78b0bb706,baby,3
stage1,rec_db04a08c8cb045de0940,infant_sha256:1eccaa3bd4cdb0737870727823dbfd59114714a88f1514450d9ea2ab7ca1ac0b,baby,3
stage1,rec_eb97e029b56da724a0bb,infant_sha256:4d36892c5c7bd41937083c0128e319fd5594500ba0d7392d150e632acb2027a7,baby,3
stage1,rec_9897d60d93c5b1f8c62b,infant_sha256:85e9e88b1b67a02a229b99baaf38c0aaf62ec6e01a3ecab2660df33a717c6ef8,baby,3
stage1,rec_d0cc3e578be11d2ca330,infant_sha256:930ddde0dd96e649ec88ab2c70f21efa2856aa204d18ed8112bcacc49068ee20,baby,3
stage1,rec_0dcb14da74eee37cc249,infant_sha256:a9804da0f4b378f360b9dc936b2cb7ee1bfa4a18c918007f0083c1d23d7a11d1,baby,3
stage1,rec_07826f6464f9e0639207,infant_sha256:990eaa82021906430785213347adbfe4f0f738e2f05fb3373fcfdec34c1b98cf,baby,3
stage1,rec_50282cf393ad274e3952,infant_sha256:3c2a0ccc5644543ae05197a155c60d2131356eb9a9a40cfd8396fa6618394a45,baby,3
stage1,rec_e28be47a3f49c072a427,infant_sha256:2b9df3bb386b69483cb67b17a1436b145ee32022d9a24d90b1d029fa94581f9e,baby,3
stage1,rec_1ce241cf7686f94b3a25,infant_sha256:0095470fcdb006139632e063d9691c40ab0930f4842eddaea7f6b5017d164a19,baby,3
stage1,rec_9a29e2de6a245ee391e5,infant_sha256:c31946230b18d8d9aa20e239813e174ec03bfced8c2b8fb8e1c2e7f94c76f83e,baby,3
stage1,rec_ab271c0dd4cc9e6e5493,infant_sha256:06e8b84f0b30b4a9d80a2570e7701f859e6aa6d09985b83a40b011486a2966dc,baby,3
stage1,rec_ce25498c6756bcb99abd,infant_sha256:1128f3cfbd398ea0d6545e30b75e1752191d49f6edfe3ff7f82849b961e5eb7a,baby,3
stage1,rec_10d0435f16610463b458,infant_sha256:2530ebce8a151c82104651aaecb10a50b91787f335621f1f6e9bf1a94bf8dd37,baby,3
stage1,rec_a0ecc47442b70c870666,infant_sha256:8cd469c83ab8f9950a6ab74c1c8784297d8b0f075613634e0e7636dab9132a3a,baby,3
stage1,rec_1b2cfce0d8829eddad7e,infant_sha256:9eb7034f803107f50420b447b1249d49d29d3dec642df607c3779526edd509df,baby,3
stage1,rec_8c0705fd9b6663835196,infant_sha256:3eef11efef2d997cd36b7e7d857c14e88717eadff6dd191861bb30aeb99d1a71,baby,3
stage1,rec_cbd1060a831248d1b42f,infant_sha256:282fe1c4dbc0d500b391f2022850cc04a64e9614f6104d860626197b3df33496,baby,3
